Hasil;0;;1;;2;;3;;4;;5;;6;;7;;8;;9;;10;;11;;12;;13;;14;;15;;16;;17;;18;;19;;20
Frame;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R;;R
66;548,3584594;;589,291948;;628,0286618;;657,6108272;;681,710349;;660,3340064;;711,3620738;;739,2516486;;759,002635;;653,1722591;;709,8147646;;738,9776722;;755,7208479;;639,0281684;;687,2103026;;696,287297;;695,2596637;;621,0289848;;663,0067873;;674,0118693;;676,0362416
66;546,6424791;;591,6629108;;632,2024992;;658,2188086;;678,4725492;;671,8608487;;717,1122646;;742,8929936;;760,4538119;;657,5142584;;707,4326823;;732,4459024;;746,127335;;635,1133757;;678,3900058;;687,4547258;;687,4190861;;608,0131578;;648,0030864;;664,0120481;;671,060355
67;537,47279;;581,9364226;;625,0032;;654,7824066;;681,6458025;;663,8207589;;711,4246271;;735,9816574;;752,5981664;;651,6018723;;707,0219233;;729,7924362;;739,5302563;;633,1334772;;679,1443146;;681,187933;;676,3261048;;610,0295075;;648,2499518;;657,2465291;;659,1486934
67;525,1028471;;564,7973088;;603,0207293;;630,8636937;;660,9145179;;645,6972975;;688,7452359;;702,4428802;;708,8645851;;637,6150877;;687,6772499;;698,6508427;;699,0886925;;622,2603957;;667,3964339;;664,4704659;;657,5545605;;603,0132669;;643,0497648;;652,0621136;;657,0190256
68;524,7951981;;555,9217571;;590,0211861;;616,4292336;;642,5083657;;634,4170553;;669,3825513;;678,065631;;681,6604727;;627,2041135;;669,1375046;;682,233098;;682,8975033;;613,0073409;;647,2789198;;646,6506012;;639,9578111;;593,084311;;624,2595614;;633,2282369;;637,1130198
68;513,2874438;;549,7135618;;581,0421671;;604,4377553;;624,1578326;;624,6735147;;654,1505943;;653,4164063;;652,64462;;612,3601881;;650,5582218;;666,0848294;;672,464869;;594,0841691;;624,5838615;;626,7671019;;621,8239301;;570;;601,0532422;;611,0523709;;614,0130292
69;502,9075462;;530,2923722;;567,1490104;;594,0538696;;609,6900852;;616,0292201;;641,1271325;;642,2468373;;639,8007502;;610,0663898;;642,1253772;;645,0620125;;641,7016441;;595,1890456;;627,0924972;;631,969936;;629,7150149;;571,3860341;;609,1863426;;630,5370727;;644,6433122
69;13,60147051;;36,87817783;;66,37017402;;74,33034374;;70,21395873;;24,33105012;;43,8634244;;60,44005295;;65,19202405;;13,03840481;;40,45985665;;52;;55,00909016;;36,89173349;;44,55333882;;42,44997055;;40,52159918;;58,89821729;;61,6116872;;60,01666435;;57,69748695
70;34,13209633;;12,04159458;;22,56102835;;21;;16,55294536;;14,14213562;;18,43908891;;27,29468813;;38,01315562;;45,27692569;;35,84689666;;34,0147027;;39,56008089;;70,17834424;;61,32699243;;52,46903849;;48,50773134;;88,20430828;;85,61541917;;79,30952024;;74,54528825
71;453,027593;;460,7341967;;470,4572244;;467,800171;;464,9924731;;518,8178871;;522,6107538;;485,9269492;;455,5315576;;508,7366706;;516,1898875;;477,0262047;;447;;489,4946374;;483,202856;;448,5398533;;431,8448796;;466,0096566;;446,1490782;;420,2059019;;406,0898915
71;68,54195795;;105,6834897;;121,2641744;;115,4859299;;107,424392;;124,036285;;137,3644787;;121,3342491;;106,1696755;;101,8331969;;117,1750827;;93,94147114;;75,13321503;;81,85963596;;96,60745313;;70,83078427;;54,23098745;;65,19202405;;76,92203845;;60,00833275;;47,5394573
73;18,38477631;;10,81665383;;30;;46,23851209;;53,36665626;;47,01063709;;62,16912417;;55,86591089;;53,33854141;;44,18144407;;55,80322571;;59,05929224;;65;;39,81205847;;47,41307836;;43,41658669;;40,71854614;;37,57658846;;36,49657518;;26,62705391;;20,80865205
74;378,0013227;;310,2321711;;238,4722206;;190,2629759;;161,0279479;;232,467202;;182,5842271;;181,3973539;;189,1295852;;274,9618155;;236,1228494;;242,5963726;;255,4760263;;320,9189929;;285,2963372;;293,4927597;;305,5765043;;363,209306;;335,0955088;;339,1784191;;344,5243097
74;356,8080717;;345,05217;;324,0987504;;301,3254055;;274,3574311;;308,3018002;;276,7417569;;264,9547131;;258,8628981;;307,9951298;;274,8763358;;265,8759109;;260,7316628;;309,5835913;;282,8568543;;279,0340481;;280,1178323;;314,0143309;;289,0069203;;283,0635971;;280,3016233
74;347,6665069;;341,287269;;326,9740051;;307,4296668;;282,6393462;;288,783656;;267,5238307;;247,6307735;;227,3433527;;274,4102768;;252,1923869;;234,9553149;;214,7673159;;269,0910627;;249,8019215;;253,179778;;259,665169;;272,8882555;;256,0019531;;258,8532403;;265,1886121
75;322,2188697;;244,3460661;;181,9148152;;140,2176879;;113,1459235;;179,2344833;;139,7426206;;114,5862121;;97,73944956;;208,0600875;;171,7469068;;146,812806;;130,5411812;;242,1321953;;209,3442142;;202,2374842;;207,5090359;;277,5211704;;256,1249695;;252,7864712;;258,6000773
76;314,636298;;230,425693;;169,7792685;;131,3087964;;105,6787585;;183,1829686;;139,4632568;;110,6028933;;89,82204629;;214,2381852;;174,2641673;;148,6606875;;138,7551801;;245,1652504;;204,0833163;;183,709009;;181,8680841;;274,0656856;;243,2056743;;228,9650628;;226,861191
76;296,432117;;218,1123564;;159,1383046;;123,3693641;;101,5332458;;173,2887763;;133,7535046;;102,5280449;;78,54934755;;207,021738;;168,8608895;;138,0036231;;118,2962383;;238,0189068;;200,1049725;;174,2641673;;164,550904;;264,1533645;;234,2584043;;216,9239498;;208,6264605
77;289,2490277;;212,235718;;156,179384;;122,196563;;102,396289;;169,2955995;;130,0499904;;103,0921918;;86,76981042;;204,1200627;;164,2345883;;133,1540461;;112,9291813;;235,0340401;;196,5960325;;166,2077014;;149,4590245;;261;;229,6301374;;207,0676218;;193,3726971
77;293,3342803;;215,2324325;;155,1934277;;120,9049213;;99,64436763;;147,0034013;;100,3194896;;82,76472679;;76,92203845;;180,1776901;;134,3726163;;115,2605744;;107,2007463;;215,5226206;;170,0735135;;152,3975065;;146,4137972;;248,7267577;;208,0096152;;192,0104164;;185,0675552
78;285,3436525;;208,405854;;149,4657151;;116,2755348;;99,08582139;;140,0892573;;96,02083107;;81,21576202;;78,10249676;;171,4934401;;130,1383879;;114,1271221;;108,0462864;;206,5453945;;166,1083983;;150,5622795;;143,3492239;;240,4079866;;204,0392119;;190,1289036;;182,0988742
78;281,7108447;;208,1177551;;151,2514463;;114,2365966;;92,61749295;;136,4441278;;91,02197537;;76,94153625;;73,34848328;;165,2150114;;120,3370267;;111,8793994;;110,1635148;;198,2246201;;155,2063143;;146,2190138;;145,0310312;;231,9525814;;193;;184,0027174;;181,0441935
79;275,4087871;;202,1583538;;146,3283978;;111,8928058;;91,54780172;;132,5443322;;90,19977827;;76,90253572;;72,80109889;;160,3807969;;119,707978;;112,6143863;;108,4619749;;193,2563065;;154,4668249;;146,5776245;;144,0138882;;227,7937664;;194,0412327;;185,0675552;;180,0027778
79;272,6627954;;199;;142,0211252;;108,1665383;;89,04493248;;135,8307771;;90,04998612;;71,84705979;;64,56004957;;166,4602055;;123,199026;;108,5034562;;100,284595;;200,1049725;;158,3161394;;142,8985654;;134,3018987;;232,622011;;198,0631213;;184,2715388;;174,1034175
80;2,236067977;;11;;15,13274595;;19,6977156;;24,20743687;;19,92485885;;45;;28,7923601;;18,24828759;;22,36067977;;36;;17;;13,92838828;;21,37755833;;27,01851217;;13,89244399;;12;;18,43908891;;22,20360331;;13;;8,94427191
81;1;;12,16552506;;17,02938637;;20,61552813;;21,21320344;;18,02775638;;45;;29,73213749;;17,4642492;;21,02379604;;37,33630941;;20,59126028;;14;;21,09502311;;29,61418579;;18,02775638;;13,92838828;;19,41648784;;26,83281573;;19,41648784;;15
81;2,828427125;;2;;4;;5;;6;;6,08276253;;8,544003745;;8,246211251;;7,280109889;;5,099019514;;6,08276253;;4,242640687;;4;;2,236067977;;4,123105626;;5,099019514;;7,211102551;;1;;4,472135955;;8,062257748;;10,29563014
82;255,0176464;;186,1719635;;120,3536456;;81,70679286;;70,49113419;;111,3642672;;60,20797289;;40,85339643;;30;;147,1054044;;95,04735662;;81,22191822;;70,06425622;;185,9731163;;139;;128;;122,3315168;;223,5732542;;191,0418802;;184,0434731;;180,2248596
83;253,0019763;;179,4017837;;112,8051417;;79,75587753;;73,75635566;;110,4536102;;59,22837158;;45,61797891;;34,98571137;;152,1906699;;98,24968193;;85,28774824;;72,33947747;;194,9281919;;144,0555448;;131,0152663;;123,4058345;;236,4148895;;202;;190,0026316;;184,0978001
83;251;;181,4662503;;115,7324501;;87,98295289;;89,37561189;;108,6738239;;59,41380311;;43,08131846;;30,41381265;;149,6429083;;102,0049018;;93,04837452;;81,39410298;;192,8989373;;150;;145,0551619;;142,0316866;;234,7701003;;206,0388313;;196,0408121;;188,3215336
84;256,0078124;;181,9945054;;116,211015;;87,92041856;;87,80091116;;104,3934864;;58,94064811;;49,73932046;;38,01315562;;147,2990156;;104,0768947;;96,62815325;;87,02298547;;194,1803286;;158,0284784;;153,2644773;;151,211772;;241,2674864;;214,3944962;;203,0886506;;196,1631974
84;258;;179,7136611;;113,9517442;;82,28000972;;72,00694411;;111,1125555;;63,3245608;;52,15361924;;39,44616585;;154,8289379;;105,3802638;;90,60905032;;77,0584194;;204,413796;;161;;149,0033557;;142,1724305;;250,5693517;;214,3361845;;201,1218536;;195,2075818
85;264,0473442;;188,0026596;;121,2023102;;86,49277426;;75,2861209;;107,0046728;;65,74191966;;53,26349594;;41,77319715;;149,2715646;;104,560987;;86,127812;;68,15423685;;196,5731416;;156,115342;;142,2251736;;132,1362933;;240,60133;;210,0380918;;197,010152;;188,0664776
85;265,1527861;;192;;124,2577965;;87,66413178;;75;;107,01869;;66,64082833;;53,41348144;;39,62322551;;151,4001321;;107,6893681;;89,05054744;;69,87131028;;198,6454127;;159,1131673;;142,1724305;;130,0153837;;243,7416665;;215,0581317;;201,0024875;;188,0026596
86;265,2282036;;191,0418802;;123,1015841;;86,68333173;;70,51950085;;112;;70,68238819;;57,00877125;;43,8634244;;156,2593997;;110,2179659;;93,62157871;;77,78174593;;203,482186;;161,3102601;;145,2790418;;135;;248,5819784;;217,0092164;;203;;190,010526
86;265,1527861;;191,0235588;;124,0644994;;87,29833904;;70,09279564;;114,0394669;;70,83784299;;54,20332093;;39,66106403;;157,4579309;;108,7795937;;91,66242414;;78,00640999;;204,7071078;;161,0279479;;143;;131,3087964;;248,7267577;;216,0833173;;202,0396001;;189,1295852
87;262,1545346;;189,0026455;;123,259888;;89,49860334;;74,63243263;;115,01739;;72,80109889;;52,15361924;;39,62322551;;158,2561215;;111,7586686;;92,91393867;;78,16009212;;205,4774927;;163,0766691;;143,0314651;;131,0953851;;248,5155931;;216,0208323;;201,0223868;;190,0657781
87;262,2746652;;190,0421006;;123,199026;;89,9888882;;74,46475676;;117,2092147;;74,95331881;;54,12023651;;39,20459157;;159,6151622;;119,8206994;;102,9563014;;88,141931;;206,7849124;;170,2380686;;151,1191583;;138,0579588;;250,6471624;;224,0022321;;208,0600875;;195,3688819
88;262,0686933;;193,0025907;;127,3930924;;95,56673061;;79,71198153;;124,0644994;;78,64477096;;53,71219601;;37,64306045;;164,3684885;;120,2081528;;102,1077862;;88,09086218;;210,4661493;;170,4963343;;150,1632445;;137,0583817;;252,3885893;;224,0557966;;208,0024038;;194,1648784
88;263,1216449;;195,0230756;;132,0605922;;100,9752445;;86,49277426;;129,3870164;;83,29465769;;55,02726597;;38,41874542;;169,8528775;;120,2039933;;97,08243919;;78,23042886;;215,8379021;;174,0028735;;153,1176019;;138,1774222;;255,7068634;;225,0199991;;209,117192;;194,6586756
89;262,017175;;198,0403999;;140,3566885;;108,5034562;;91,98369421;;134,0596882;;85,21150157;;58,1893461;;45;;174,4133022;;123,199026;;97,51410154;;77,1621669;;220,5107707;;181,0027624;;158,0031645;;140,3566885;;260,4918425;;236,019067;;220,0363606;;203,2461562
89;263,2299375;;196,0918152;;138;;105,4751155;;85,51023331;;139,057542;;95,90099061;;68,0661443;;50,6359556;;180,2359565;;139,2910622;;121,0371844;;104,4796631;;226;;193,064756;;172,0726591;;153,9415473;;266,9082239;;250,0179994;;235,0765833;;218,6618394
90;269,1189328;;201,0024875;;141,0886246;;107,2007463;;87,55569656;;142,0211252;;100;;79,101201;;65,03076195;;183,0956034;;149,083869;;134,0037313;;117,9576195;;229,7063343;;198,1615503;;179,0111728;;159,4521872;;271,2655525;;254,0708563;;238,0021008;;220,184014
90;271,6652352;;205,6234422;;147,2752525;;113,2166066;;90,60905032;;149,6829984;;109,8954048;;92,54188241;;82,87339742;;193,0181339;;164,1097194;;156,2593997;;150,2065245;;238,7676695;;215,0023256;;203,009852;;191,5124017;;278,718496;;267,0018727;;257,0019455;;244,0512241
91;275,1817581;;206,0606707;;146,1232357;;114,9347641;;97,73944956;;157,4071155;;122,2620137;;103,1212878;;91,35097153;;200,1049725;;177,0254219;;161,0279479;;149,2715646;;243,5261793;;226,055303;;207,0386437;;191,0942176;;282,0868661;;276,1811;;267,3667893;;255,3311575
91;17,20465053;;25,49509757;;26,40075756;;26,40075756;;24,73863375;;21,58703314;;8,94427191;;10,04987562;;18,02775638;;18;;4,472135955;;9,055385138;;20;;14,14213562;;0;;9,433981132;;23,76972865;;8,544003745;;2,236067977;;5,385164807;;11,40175425
92;287,0888364;;214,8976501;;163,294213;;156,722685;;161,0279479;;173,9080217;;162,4838454;;144,0138882;;129,6533841;;213,3377604;;197,2460393;;179,2344833;;178,002809;;256,6729436;;243,3289954;;228,3965849;;228,2191929;;299,0401311;;296,287023;;285,5678553;;281,1778796
93;267,0468124;;182,0027472;;120,4159458;;103,3682737;;98,37174391;;150,7481343;;129,0968629;;122,0655562;;124,4869471;;197,4968354;;186,024192;;189,2643654;;199,812412;;245,2468145;;234,0341855;;236,6114959;;244,2826232;;291,139142;;285,0631509;;283,3460781;;286,6984479
93;44,10215414;;62,62587325;;78,49203781;;93,53608929;;104,8093507;;81,74350127;;84,38009244;;59,68249325;;35,6931366;;81,05553652;;67,00746227;;26,47640459;;14,76482306;;77;;66,03029608;;31,06444913;;9,219544457;;73;;73,06161783;;50,15974482;;28,01785145
93;312,2002562;;253,6927275;;215,6153983;;205,9126028;;207,7715091;;187,8563281;;159,3141551;;151,1588568;;152,118375;;215,4158769;;189,1137224;;181,5543996;;181,0690476;;254,1967742;;242,0516474;;238,9183961;;237,0843732;;298,055364;;295,5757094;;297,3566882;;296,7102964
94;294,0425139;;216;;167,0119756;;143,0034965;;129,0968629;;171,0116955;;141,7956276;;136,2974688;;137,1787156;;213,0844903;;190,9188309;;185,7794391;;186,096749;;260,2325883;;246,8299009;;242,9979424;;240,033331;;306,320094;;295,2371928;;290,6217473;;286,0017482
94;303,0808473;;235,0021276;;193,064756;;170,6604817;;157,5087299;;190,0552551;;159,0282994;;148,0033783;;144,4991349;;224,7220505;;201,30077;;192,0234361;;188,8597363;;266,3681663;;250,1279672;;245,0081631;;242,4644304;;307,1628233;;299,0267547;;298,0067113;;297,5449546
95;307,0260575;;245,2937015;;208,614477;;192,3798326;;185,7767477;;202,2003956;;165,4357881;;148,6606875;;139,8070098;;232,2606295;;207,7811349;;194,6586756;;189,2141644;;269,3139432;;255,4407955;;248,3404921;;243,0740628;;306,2352037;;308,196366;;310,1032086;;309,0145628
95;311,0016077;;251,007968;;218,0206412;;204,0098037;;198,0908882;;217;;191,0654338;;184,0978001;;182,0686684;;249,1284809;;235,0765833;;231,0541062;;232,0086205;;286,3424523;;279,2579453;;275,2616937;;271,1844391;;323,447059;;324,3023281;;323,3032632;;319,3070622
96;321,3502762;;257,9399155;;230,0543414;;215,127869;;206,5453945;;248,4069242;;213,3377604;;212,0424486;;223,7789087;;272,4151244;;239,2091135;;238,0189068;;249,280966;;296,8450774;;271,2231554;;271,4148117;;277,3463539;;324,1188054;;306,5893018;;304,0148023;;306,9397335
96;326,0751447;;265,1527861;;243,1316516;;233,173755;;224,0089284;;261,3981637;;230,0195644;;230,5862095;;241,2384712;;283,8097955;;250,0979808;;248,0685389;;258,6832039;;303,79763;;278,2175408;;275,4087871;;280,7222827;;328,5620185;;312,8466078;;310,0064515;;312,6403685
97;2;;14,56021978;;14,31782106;;10,04987562;;10,44030651;;10,44030651;;10,19803903;;9,219544457;;10,77032961;;6,708203932;;8,544003745;;9,486832981;;8,94427191;;5;;7,615773106;;11,70469991;;14,31782106;;4,123105626;;6,403124237;;8,94427191;;10,77032961
98;334,6191865;;299,0802568;;279,3295545;;266,18039;;251,2468905;;287,5030435;;289,1712296;;288,5307609;;289,8620361;;301,2009296;;305,1311194;;304,5734723;;304,8688243;;314,1926161;;320,3154695;;322,0636583;;323,0247669;;329,2977376;;332,2950496;;331,1857485;;331,5448688
105;23,08679276;;23,02172887;;14,56021978;;9,219544457;;8,485281374;;21,9317122;;43,8634244;;47,5394573;;45,18849411;;28,65309756;;55,78530272;;57,07013229;;53,85164807;;32,75667871;;55,32630477;;56,0357029;;53;;33;;52,46903849;;57,27128425;;59,9082632
106;43,27817002;;58,1893461;;67,68308504;;74,73285757;;82,20097323;;67,44627492;;62,20128616;;63,19810124;;67,68308504;;57,69748695;;40,49691346;;31,144823;;31,57530681;;51,66236541;;37,16180835;;36,138622;;38,07886553;;53,14132102;;50,009999;;56,22277119;;62,39390996
112;2;;14,56021978;;16,4924225;;11,18033989;;2,828427125;;25,55386468;;26,92582404;;28,16025568;;29,61418579;;10,63014581;;2,828427125;;3,605551275;;7,810249676;;9,219544457;;25,63201124;;35,60898763;;43,18564576;;26,83281573;;41,62931659;;48,02082881;;52,0096145
113;19,41648784;;31,06444913;;36;;33;;25,17935662;;50,15974482;;61,00819617;;67,0298441;;72,24956747;;36,05551275;;29,12043956;;35,35533906;;49,39635614;;18,38477631;;9,848857802;;24;;38;;12,04159458;;14,86606875;;23,43074903;;30,01666204
115;3,16227766;;7,810249676;;7,211102551;;8,246211251;;10,63014581;;28,16025568;;30,2654919;;28,86173938;;29,73213749;;18,43908891;;7,071067812;;25,55386468;;40,31128874;;4,123105626;;24,33105012;;38,48376281;;45;;20,39607805;;41;;49,49747468;;51,66236541
116;7,211102551;;17,02938637;;20,02498439;;18,02775638;;16;;27,07397274;;23,08679276;;18,02775638;;16,2788206;;17,4642492;;10,81665383;;9,848857802;;13,03840481;;9,219544457;;11,18033989;;19,72308292;;25,63201124;;11,66190379;;22,20360331;;26,2488095;;29,06888371
117;6,403124237;;16;;15;;12;;9;;13,03840481;;13;;13,34166406;;14,86606875;;6,32455532;;5,656854249;;7,615773106;;11,18033989;;3,16227766;;9,219544457;;12,80624847;;16,1245155;;9,848857802;;13,89244399;;18,02775638;;20,51828453
118;5,099019514;;5,830951895;;5,656854249;;5,656854249;;5;;5;;4,242640687;;3,16227766;;2,236067977;;4,123105626;;3,16227766;;3,605551275;;6,08276253;;4;;5;;5,830951895;;7,615773106;;5,385164807;;7,211102551;;8,485281374;;9,433981132
119;3,16227766;;2,828427125;;5,830951895;;5,099019514;;5;;2,236067977;;3,605551275;;4,472135955;;4;;2;;3,16227766;;2,236067977;;2;;6;;7,071067812;;7,071067812;;8;;8;;8,062257748;;8;;9,055385138
120;1562,225656;;1589,994969;;1607,521384;;1616,13273;;1621,713292;;1609,454566;;1628,614442;;1642,028319;;1651,54019;;1599,005941;;1618,604337;;1632,757484;;1643,649902;;1587,171698;;1604,609921;;1616,666014;;1626,188488;;1576,875391;;1591,90609;;1601,877024;;1609,980124
